crop_type,initial_condition,avg_temp,humidity_avg,storage_hours,violation_duration,base_price,quality_score,final_price
Orange,Raw,25.6105,23.977,184.1691,44.1967,86.5054,23.6246,20.4366
Banana,Semi-Ripe,30.2578,73.6069,193.0378,87.7613,62.7326,70.6364,44.3121
Strawberry,Raw,10.5898,71.9205,95.2302,246.1854,52.5041,59.3412,31.1566
Grape,Raw,-1.9045,71.7962,184.3639,173.0718,12.8745,72.7217,9.3626
Grape,Ripe,19.6164,53.3322,39.819,175.7119,95.5707,10.5019,10.0368
Mango,Semi-Ripe,0.5274,32.5079,33.6414,36.9452,20.8759,47.7164,9.9612
Orange,Raw,0.7474,58.7781,79.7925,163.2427,61.4612,75.8165,46.5977
Grape,Raw,34.6103,86.1595,131.4041,39.1347,35.2474,66.2812,23.3624
Grape,Semi-Ripe,1.7908,13.9665,7.5331,241.5286,17.077,14.1968,2.4244
Orange,Semi-Ripe,6.5735,64.5296,136.2967,271.382,33.5077,64.2058,21.5139
Mango,Raw,21.1873,49.9795,165.7789,129.7875,83.5215,61.6389,51.4817
Strawberry,Semi-Ripe,23.232,54.2133,12.8815,167.5892,57.2828,14.0662,8.0575
Orange,Raw,23.516,59.2598,195.4769,7.3633,71.2995,57.7422,41.1699
Mango,Ripe,-0.5947,38.5296,143.3462,261.1276,88.3408,31.6051,27.9202
Strawberry,Raw,40.422,92.8576,64.9469,5.661,28.4351,58.191,16.5467
Banana,Raw,11.3333,96.2655,233.511,140.3828,78.2407,89.3611,69.9167
Banana,Semi-Ripe,4.9136,78.7857,119.9283,55.874,52.3973,83.2072,43.5983
Strawberry,Semi-Ripe,-3.271,46.4248,155.7762,36.7672,70.1745,28.8309,20.2319
Banana,Semi-Ripe,22.7661,34.6092,83.968,179.2464,81.9011,52.2318,42.7784
Strawberry,Ripe,3.0816,87.4595,188.0831,143.0472,56.9905,79.6612,45.3993
Mango,Semi-Ripe,5.5722,75.4911,21.0191,198.3745,78.9277,77.7292,61.3498
Banana,Semi-Ripe,35.8665,45.7787,122.8125,178.1631,78.1142,47.8641,37.3887
Apple,Semi-Ripe,32.6874,70.3279,190.423,68.5314,96.0546,49.7105,47.7492
Strawberry,Semi-Ripe,9.0811,22.3275,103.3308,130.6606,11.0628,0,0
Strawberry,Raw,21.4565,78.9022,86.7912,30.3656,31.2566,64.5951,20.1903
Banana,Raw,42.3832,19.3924,176.3964,252.059,82.5494,34.5586,28.5279
Banana,Semi-Ripe,7.8697,22.1572,239.5782,240.6156,81.3934,44.1384,35.9258
Strawberry,Raw,7.3283,78.6827,180.1084,49.1629,27.1506,75.8158,20.5844
Banana,Raw,21.8478,82.4609,100.1428,151.8466,46.7446,85.8731,40.141
Orange,Semi-Ripe,-3.916,49.2782,18.8039,17.2168,79.236,52.6127,41.6882
Orange,Ripe,-1.2514,33.7355,8.8704,257.2252,14.4335,28.9553,4.1792
Strawberry,Raw,-4.5057,71.6724,134.0077,175.5959,71.439,62.5167,44.6613
Apple,Ripe,0.978,70.2257,220.0444,19.2262,88.4624,71.1227,62.9169
Strawberry,Raw,37.1988,16.8784,192.234,34.3283,87.8699,0,0
Mango,Raw,23.2463,10.2466,201.4428,113.4674,63.3288,32.8826,20.8242
Apple,Raw,30.6574,27.0226,110.1807,253.2504,81.0972,24.9243,20.2129
Banana,Semi-Ripe,24.8398,82.2737,90.3447,19.3605,25.5858,83.866,21.4578
Strawberry,Semi-Ripe,41.7714,67.5579,73.5097,266.138,22.7298,0,0
Grape,Ripe,11.9301,97.2138,91.8504,131.8426,80.3862,57.0936,45.8954
Mango,Ripe,1.5239,20.8858,121.7051,265.6126,53.1976,23.1753,12.3287
Apple,Raw,33.3673,23.5759,140.8865,237.0983,94.6367,20.7185,19.6073
Mango,Raw,7.3875,38.1267,173.6406,51.7293,82.2079,58.0833,47.749
Grape,Semi-Ripe,23.0878,17.634,150.0963,27.9877,82.6639,0,0
Apple,Raw,26.9441,51.2082,55.3278,168.7764,57.9813,49.5835,28.7492
Strawberry,Raw,33.4763,58.71,68.4488,34.107,86.2709,26.9875,23.2823
Strawberry,Semi-Ripe,7.4576,39.6943,14.1582,201.461,15.5327,19.3736,3.0092
Strawberry,Ripe,0.6291,40.0336,27.5896,112.6633,47.6082,26.303,12.5224
Strawberry,Raw,20.111,83.1928,35.6122,157.7945,10.0065,68.4604,6.8505
Strawberry,Raw,44.9136,51.0794,24.4008,1.276,17.4729,7.7775,1.3589
Strawberry,Ripe,42.9519,27.0486,120.1988,296.997,34.1628,0,0
Banana,Semi-Ripe,-4.1349,80.7285,178.787,123.0456,18.4664,74.1772,13.6978
Apple,Ripe,26.8832,43.5932,34.2324,92.8499,24.164,17.804,4.3021
Banana,Raw,34.5912,68.8062,198.1387,41.9685,77.7364,74.0758,57.5839
Strawberry,Raw,28.7313,70.6624,180.0865,167.5857,84.8689,41.2901,35.0425
Banana,Raw,23.2293,92.0431,10.1766,259.2663,63.7291,86.0047,54.81
Mango,Ripe,24.0742,34.5647,229.5746,287.6398,30.8485,26.3942,8.1422
Apple,Raw,38.849,34.448,93.322,70.3146,26.7935,31.6063,8.4684
Grape,Ripe,27.3708,33.6758,125.1057,1.5107,67.2257,0,0
Banana,Raw,10.9715,37.3318,117.2527,204.7183,95.8739,60.3458,57.8559
Orange,Raw,11.9729,40.3199,111.2497,201.8346,87.6731,43.407,38.0563
Apple,Semi-Ripe,12.0586,62.1206,11.1823,251.6311,24.2745,61.8653,15.0175
Grape,Raw,27.9142,46.3808,208.9258,211.5768,74.4593,25.5444,19.0202
Banana,Raw,30.604,15.225,221.0701,254.8927,82.5716,37.2697,30.7742
Apple,Ripe,23.6266,90.9288,69.7765,218.8765,68.1311,55.13,37.5607
Grape,Semi-Ripe,-0.3754,64.5703,31.5753,234.9884,79.9149,66.2116,52.9129
Mango,Ripe,44.5784,82.1273,161.9379,136.6257,96.0859,32.9495,31.6598
Orange,Raw,16.9978,90.4328,168.9118,99.4966,46.1519,86.849,40.0825
Orange,Raw,15.5943,87.4677,140.5997,281.295,34.4153,80.7433,27.7881
Banana,Ripe,-2.9299,38.5321,201.8417,245.7442,32.7944,33.6407,11.0323
Apple,Semi-Ripe,7.8229,74.3725,146.7848,174.742,56.0931,75.4972,42.3487
Grape,Semi-Ripe,32.2696,62.3476,142.0167,41.3177,21.2954,25.4652,5.4229
Mango,Semi-Ripe,24.1672,37.2213,122.109,250.1709,30.5337,42.4014,12.9467
Grape,Raw,32.4224,17.87,215.1647,41.4493,77.5532,0,0
Orange,Semi-Ripe,5.0294,35.0618,57.741,263.6054,66.2441,41.3447,27.3885
Apple,Ripe,15.942,99.8465,194.0803,225.2144,59.1303,57.6603,34.0947
Strawberry,Semi-Ripe,44.3575,27.5994,15.5288,158.0874,50.8384,0,0
Strawberry,Semi-Ripe,20.5012,32.3695,183.2519,199.4127,59.3177,0,0
Banana,Raw,9.9134,96.4535,1.6782,49.1031,72.0902,93.1598,67.1591
Grape,Semi-Ripe,3.0188,19.4049,160.0077,182.1564,73.6644,15.8556,11.6799
Strawberry,Ripe,40.0877,10.8419,202.1272,59.7253,41.7787,0,0
Strawberry,Semi-Ripe,-4.0718,35.3981,235.1788,96.3859,90.9926,8.8855,8.0851
Strawberry,Semi-Ripe,31.9043,27.0841,33.7711,174.4208,44.4604,0,0
Orange,Semi-Ripe,31.6249,99.3985,214.2644,50.8541,11.963,56.0145,6.701
Banana,Ripe,35.774,12.0863,53.3977,115.5203,73.6726,15.6247,11.5111
Apple,Raw,33.2937,69.4861,157.5252,205.5164,76.535,58.272,44.5985
Banana,Ripe,3.1715,64.849,43.0381,159.4721,75.9217,64.8704,49.2507
Banana,Semi-Ripe,4.0325,73.3318,147.3405,206.2178,80.3414,74.2811,59.6785
Mango,Ripe,-0.4109,95.3268,3.2866,103.4155,94.0491,72.9685,68.6262
Mango,Semi-Ripe,9.1824,17.2905,77.045,265.5019,68.6167,37.2157,25.5362
Orange,Raw,43.6897,97.2756,73.6838,209.1188,89.4399,60.8326,54.4086
Banana,Raw,23.9513,89.9666,80.6164,184.1188,22.6552,88.5549,20.0623
Banana,Semi-Ripe,30.9192,52.9806,125.2508,123.9371,85.1019,57.7309,49.13
Strawberry,Semi-Ripe,16.572,16.6638,111.5143,220.9395,41.5163,0,0
Strawberry,Ripe,7.0425,79.1652,118.9361,81.464,73.692,62.859,46.322
Apple,Ripe,32.3226,13.3487,88.5915,147.2212,31.2435,0,0
Banana,Raw,26.771,74.3681,172.7211,80.6977,37.8473,80.208,30.3566
Grape,Semi-Ripe,31.1478,18.0888,131.8418,12.7308,21.7906,0,0
Orange,Raw,0.8243,19.5176,187.7066,276.0074,37.765,23.4649,8.8615
Apple,Semi-Ripe,33.315,46.7082,95.4026,116.2257,10.0708,30.6567,3.0874
Apple,Semi-Ripe,-0.9991,24.1934,40.2728,90.0598,28.0925,38.8484,10.9135
Banana,Semi-Ripe,33.2664,63.4756,120.9049,27.2873,21.4942,65.1191,13.9969
Apple,Ripe,26.0302,51.7039,42.9546,276.7026,28.6647,20.0332,5.7425
Mango,Semi-Ripe,32.3595,69.912,21.5254,255.1872,30.7787,59.5717,18.3354
Orange,Semi-Ripe,15.2525,16.1612,159.938,259.1512,91.6095,10.9741,10.0533
Orange,Ripe,42.2778,31.0711,11.5649,213.1161,55.5705,0,0
Apple,Ripe,-1.06,47.9202,205.9861,262.747,50.6928,42.7541,21.6733
Orange,Semi-Ripe,-3.9143,34.7868,62.1396,278.6289,33.7923,30.7765,10.4001
Orange,Raw,36.2662,62.4601,162.3032,289.7941,89.2626,44.0993,39.3642
Mango,Raw,38.3822,26.4021,210.8911,137.3969,34.5683,35.2151,12.1733
Apple,Ripe,42.1241,53.9808,93.8867,216.872,66.3089,0,0
Banana,Ripe,2.3405,63.7695,135.4994,29.7402,44.5398,64.5511,28.751
Grape,Ripe,31.5263,59.9735,64.0502,202.1344,99.2458,0,0
Strawberry,Semi-Ripe,31.8341,38.6241,66.7796,283.085,61.7268,0,0
Strawberry,Raw,34.6586,29.1067,99.6728,224.6131,88.9752,0,0
Grape,Ripe,35.8467,43.2585,107.3747,201.045,69.7752,0,0
Orange,Raw,-2.5864,44.9507,94.3941,50.4337,71.2701,51.8972,36.9872
Mango,Ripe,22.5963,18.0303,100.6643,52.3518,32.2034,27.9856,9.0123
Strawberry,Ripe,20.5125,50.6025,26.4125,49.1578,91.5843,0,0
Mango,Raw,18.8468,47.3071,159.6366,91.2621,49.5043,62.2431,30.813
Orange,Semi-Ripe,16.5493,25.7438,12.5072,255.6069,13.6505,21.5218,2.9378
Mango,Ripe,40.8649,37.1207,222.1536,194.2945,79.5731,3.9965,3.1802
Orange,Ripe,22.9455,37.5259,188.8556,106.0705,84.4972,7.4113,6.2624
Apple,Semi-Ripe,26.9373,51.7106,17.5522,128.1264,12.686,42.2364,5.3581
Grape,Ripe,33.5713,80.1813,156.0419,141.4988,33.9445,0.8881,0.3015
Apple,Raw,5.8805,13.7878,163.8691,38.3866,51.7116,35.1116,18.1568
Mango,Ripe,5.6412,44.651,117.4869,272.7039,29.2726,46.3896,13.5795
Mango,Semi-Ripe,0.2138,75.5416,91.0608,278.6598,73.9931,69.2727,51.2571
Orange,Semi-Ripe,11.6662,45.0429,222.5668,22.736,67.6074,46.6272,31.5234
Strawberry,Ripe,16.1341,93.4019,113.7669,16.3003,21.7817,48.5575,10.5766
Apple,Ripe,29.5929,97.3022,229.1437,252.7857,12.4101,33.1749,4.117
Strawberry,Ripe,20.6458,51.7525,49.2277,104.4274,56.7274,0,0
Grape,Raw,-1.1948,35.2482,44.7587,142.148,95.4039,53.4817,51.0236
Grape,Semi-Ripe,13.543,82.6492,31.4802,67.4693,97.8587,72.2008,70.6547
Mango,Semi-Ripe,36.0938,92.0078,228.1349,6.4368,30.1029,72.6106,21.8579
Strawberry,Raw,11.6335,78.8684,133.5445,146.4288,53.1993,69.7513,37.1072
Apple,Semi-Ripe,41.0605,67.8545,41.8274,150.7542,99.4603,39.8639,39.6487
Orange,Raw,33.0949,46.2588,31.6679,93.3985,55.9032,38.94,21.7687
Apple,Raw,33.5936,64.2135,4.1897,246.9072,44.6271,54.1656,24.1725
Strawberry,Raw,-3.8563,38.9298,237.5691,108.6406,21.8872,20.9264,4.5802
Strawberry,Raw,36.8609,84.9044,35.5473,155.5134,75.618,54.6752,41.3443
Apple,Semi-Ripe,10.8274,39.9305,226.6744,164.6645,58.9954,43.6436,25.7477
Banana,Raw,27.5533,78.5433,166.3062,86.2066,90.6773,82.2237,74.5582
Strawberry,Ripe,3.5552,56.0508,111.5346,51.0969,82.0075,44.1437,36.2011
Apple,Raw,30.9394,30.8325,128.3138,59.3787,83.6896,33.4378,27.984
Grape,Ripe,7.0054,53.5279,17.4465,138.3082,36.0616,42.2602,15.2397
Orange,Raw,11.9029,59.0899,19.9044,229.4496,91.413,60.5226,55.3255
Orange,Ripe,14.0278,50.0017,220.2341,272.7872,68.6665,30.1906,20.7308
Orange,Semi-Ripe,1.7516,27.8082,76.8147,239.3342,26.6179,31.5841,8.407
Apple,Semi-Ripe,21.9159,69.5859,228.1045,172.4216,98.4117,56.0181,55.1284
Mango,Ripe,28.7891,15.847,189.0012,167.6959,29.6441,10.4205,3.0891
Strawberry,Semi-Ripe,16.5862,17.3612,239.1296,72.5447,54.3573,0,0
Orange,Ripe,22.9619,46.456,94.7416,131.414,28.3899,17.9686,5.1013
Banana,Raw,0.2947,97.0522,37.8267,19.4929,94.2997,88.7827,83.7218
Strawberry,Ripe,1.0552,35.7472,34.0809,39.7086,34.2437,23.8142,8.1549
Mango,Semi-Ripe,32.5983,32.5619,134.1774,144.2778,85.3655,34.5113,29.4608
Strawberry,Semi-Ripe,25.6015,78.1257,227.283,78.7397,23.7799,37.1657,8.838
Banana,Raw,38.9409,95.6464,78.1517,114.5659,77.535,80.0983,62.1042
Apple,Ripe,15.617,76.9226,19.485,100.8982,99.9168,64.977,64.9229
Mango,Ripe,26.7767,97.4282,197.9642,158.1137,64.1651,60.4173,38.7668
Mango,Raw,-1.7364,14.6308,137.5324,179.8524,44.3077,33.1905,14.706
Mango,Ripe,12.1737,33.9455,184.3251,267.3218,63.6082,47.1523,29.9928
Orange,Ripe,5.4452,58.6251,17.658,10.2028,81.1125,69.9534,56.741
Grape,Semi-Ripe,2.2885,48.8111,239.2708,234.2098,36.6154,42.5887,15.594
Orange,Semi-Ripe,38.1169,46.162,11.5208,168.0776,32.8014,18.8215,6.1737
Banana,Raw,16.0612,61.4508,21.4415,243.3006,18.7042,88.5081,16.5547
Banana,Raw,0.4415,10.9001,65.8335,32.4206,14.132,45.0127,6.3612
Banana,Raw,9.1783,46.9956,201.3762,267.1638,79.3706,62.737,49.7948
Mango,Semi-Ripe,14.9476,86.8644,166.6733,222.5435,41.8472,85.4758,35.7692
Grape,Ripe,0.8177,28.2614,50.5274,248.4011,40.0232,26.7939,10.7238
Mango,Raw,39.767,44.178,204.5924,284.2921,31.8975,42.5604,13.5757
Banana,Ripe,14.5519,69.0911,84.2055,38.6786,57.0927,81.9038,46.7611
Banana,Ripe,12.4368,38.2879,79.0331,283.9748,85.8718,57.6192,49.4787
Strawberry,Ripe,3.1206,56.6829,61.144,147.3178,19.1337,45.9104,8.7843
Strawberry,Semi-Ripe,25.7857,88.13,176.6201,22.807,78.8466,53.1759,41.9273
Grape,Raw,0.7033,57.1948,32.0911,265.3225,81.8985,70.8722,58.0433
Grape,Semi-Ripe,35.1018,24.1252,167.9951,261.5048,40.7808,0,0
Strawberry,Semi-Ripe,38.1805,60.2597,233.0217,224.552,41.5672,0,0
Banana,Semi-Ripe,10.3719,96.4456,23.8989,60.2672,82.2894,91.8398,75.5744
Apple,Ripe,9.09,41.9392,95.0662,52.4225,60.2692,47.7745,28.7933
Mango,Semi-Ripe,4.1249,58.5847,20.4519,179.922,72.1442,65.1559,47.0062
Mango,Semi-Ripe,14.3985,10.6904,101.0798,266.441,11.6967,32.512,3.8028
Banana,Raw,42.4909,28.3941,36.9649,74.7239,70.2913,46.3434,32.5754
Apple,Ripe,-1.7144,70.0024,84.8176,241.8968,85.6776,63.745,54.6151
Grape,Semi-Ripe,27.1836,58.312,162.9208,205.398,84.8032,22.5755,19.1447
Banana,Ripe,-2.2636,65.1361,85.6335,132.5731,99.2001,56.9326,56.4772
Apple,Ripe,28.7334,24.7075,230.7254,110.0789,56.192,0,0
Orange,Ripe,11.8628,42.8714,15.2124,286.4493,81.3071,34.8669,28.3493
Orange,Semi-Ripe,24.1377,39.9424,65.2928,6.9038,82.3885,32.2531,26.5729
Banana,Raw,2.4744,36.9537,93.2966,295.6494,41.0795,53.5041,21.9792
Strawberry,Ripe,20.1337,15.1209,17.8966,155.5218,36.642,0,0
Strawberry,Raw,-3.444,31.4902,160.5556,275.2795,13.3277,7.8838,1.0507
Apple,Raw,25.1408,18.7967,187.2211,111.5204,10.703,25.135,2.6902
Mango,Ripe,28.153,48.7972,116.6574,163.5642,60.8901,36.7236,22.361
Strawberry,Semi-Ripe,15.3763,19.3236,64.563,144.377,59.7671,0,0
Mango,Semi-Ripe,28.9127,48.448,237.7339,173.2254,67.044,46.2162,30.9852
Banana,Semi-Ripe,17.6493,25.2346,6.9223,58.5842,22.9279,55.553,12.7371
Banana,Raw,27.4434,79.0476,9.8243,119.5742,78.3612,82.8299,64.9065
Mango,Semi-Ripe,28.3006,25.0995,2.3774,7.5548,81.9862,39.6297,32.4909
Mango,Semi-Ripe,40.6115,80.6538,162.3597,299.8214,10.9583,55.7901,6.1137
Mango,Ripe,23.2065,41.2522,84.2189,51.3608,69.8504,43.7557,30.5636
Orange,Semi-Ripe,2.5422,22.1602,87.8583,197.8888,78.0155,28.371,22.1338
Apple,Raw,2.3621,48.7525,70.9752,150.9614,71.068,73.3923,52.1584
Grape,Ripe,19.3184,58.7847,25.1606,188.8371,56.7138,16.8679,9.5664
Strawberry,Raw,39.1574,63.9325,165.5041,20.6632,36.9377,27.1732,10.0372
Orange,Semi-Ripe,7.1014,26.3942,85.9378,155.9209,15.4436,33.875,5.2315
Banana,Semi-Ripe,38.3688,55.334,228.2391,86.5999,31.173,52.6556,16.4143
Banana,Semi-Ripe,15.41,18.755,128.5182,52.9503,61.4203,51.6802,31.7421
Apple,Ripe,40.062,87.3063,186.6944,80.4965,23.5766,24.5443,5.7867
Apple,Raw,0.0774,36.0902,50.9782,25.5415,98.9939,65.5114,64.8523
Orange,Semi-Ripe,41.7555,93.7501,138.285,211.1287,57.831,46.8178,27.0752
Grape,Semi-Ripe,14.9529,33.4164,74.7068,137.0376,54.8726,17.9241,9.8354
Orange,Ripe,13.7321,83.2567,144.1195,82.2297,56.7973,69.1015,39.2478
Apple,Raw,33.1861,51.2174,204.1207,114.1398,87.5518,45.9969,40.2711
Apple,Semi-Ripe,36.3891,77.4734,92.423,256.7886,21.0265,48.0375,10.1006
Orange,Raw,9.542,47.4821,148.8437,178.8506,64.0899,51.7334,33.1559
Orange,Semi-Ripe,23.83,28.2342,207.4871,7.6977,33.9326,18.9021,6.414
Strawberry,Ripe,2.1755,85.7433,1.7607,225.8688,39.9063,87.0946,34.7562
Mango,Raw,18.1662,73.4267,58.5102,83.4109,70.9348,82.04,58.1949
Orange,Semi-Ripe,4.1129,28.5566,181.7742,120.3467,13.256,36.1157,4.7875
Grape,Ripe,8.5818,92.5127,125.2968,183.0992,43.6638,66.7006,29.124
Mango,Ripe,27.2331,56.1067,43.8076,208.4132,87.7713,44.083,38.6922
Banana,Raw,26.6183,23.0052,231.4838,57.3143,54.0321,49.695,26.8513
Banana,Ripe,39.8192,76.535,163.2025,190.4333,72.7717,43.4103,31.5904
Strawberry,Semi-Ripe,17.9441,48.2091,153.1336,215.1263,45.9029,8.8072,4.0428
Mango,Ripe,7.5516,52.6701,188.891,84.8634,69.0292,58.6767,40.5041
Apple,Semi-Ripe,14.8597,21.1891,24.8961,284.0105,21.4282,25.0734,5.3728
Orange,Ripe,2.7954,91.0852,21.5124,187.6822,29.4711,88.2705,26.0143
Orange,Ripe,-0.7442,80.5859,118.5297,31.2304,82.6683,75.0446,62.0381
Apple,Ripe,22.4871,20.7353,4.3814,1.0859,36.8636,11.1387,4.1061
Strawberry,Raw,13.4506,11.8565,161.9318,15.7858,96.7856,0,0
Banana,Ripe,33.8426,64.9209,25.3374,228.6989,41.6439,47.4296,19.7515
Strawberry,Ripe,5.2767,62.4087,157.9383,172.8986,98.1191,41.421,40.6419
Grape,Raw,41.9921,31.3273,45.7417,142.1984,60.2235,3.7128,2.236
Orange,Raw,12.9283,40.8838,235.8216,131.1039,10.1887,44.0356,4.4866
Strawberry,Semi-Ripe,39.0223,46.7235,11.8655,114.4126,91.6661,0,0
Orange,Raw,15.7187,36.9607,96.3278,141.5727,90.0106,39.8835,35.8994
Orange,Raw,31.5264,74.7839,172.9147,159.8534,16.7468,62.1004,10.3998
Banana,Ripe,41.0885,28.9237,178.1685,294.5479,66.8129,9.5092,6.3533
Mango,Raw,25.8609,20.6567,78.0882,281.5176,59.3708,34.8265,20.6768
Mango,Semi-Ripe,18.3816,97.9635,30.3562,148.1699,39.2453,83.6906,32.8446
Orange,Raw,-4.1738,66.7067,22.5194,39.8225,85.9417,71.5389,61.4818
Strawberry,Ripe,0.7124,35.9322,33.9605,175.2056,33.8308,19.0085,6.4307
Orange,Ripe,22.5955,22.3198,155.0682,126.3752,72.8958,0,0
Grape,Semi-Ripe,21.0283,82.4206,158.3143,241.3821,89.6335,53.7262,48.1567
Orange,Ripe,28.6489,85.561,37.7952,166.3254,78.6544,42.8599,33.7112
Orange,Raw,0.833,52.2871,233.2692,116.0873,98.9784,57.2596,56.6746
Banana,Raw,25.243,28.5435,233.3933,103.1334,71.6663,52.2884,37.4731
Banana,Raw,15.5398,32.5009,157.011,99.1953,34.3604,60.0495,20.6333
Mango,Raw,1.6326,93.0962,34.7612,173.2666,23.2858,86.7234,20.1943
Mango,Semi-Ripe,9.827,37.474,215.8334,41.4264,25.4204,56.1483,14.2731
Apple,Ripe,-1.2437,10.9255,202.2718,287.1166,50.9526,12.2156,6.2242
Orange,Ripe,22.8203,29.1848,113.3886,187.4538,94.0545,0.3672,0.3453
Apple,Ripe,-0.7145,55.6899,31.1869,55.994,72.8939,61.388,44.7481
Strawberry,Ripe,30.7366,40.0452,85.579,95.8303,87.1114,0,0
Strawberry,Semi-Ripe,24.2756,76.341,81.9453,258.1849,39.8258,36.2346,14.4307
Strawberry,Ripe,28.3861,22.2826,86.1329,3.456,74.0343,0,0
Orange,Ripe,26.018,80.8689,220.705,38.4242,88.2879,41.2447,36.4141
Grape,Ripe,4.5775,41.7614,232.7275,266.0141,85.0721,23.3881,19.8968
Apple,Ripe,19.7362,15.2706,63.6601,160.4946,53.3247,5.0393,2.6872
Mango,Semi-Ripe,33.7093,73.8466,21.805,129.738,47.8592,64.8696,31.0461
Mango,Semi-Ripe,42.3315,38.1071,146.2645,79.5929,70.6097,31.3561,22.1404
Mango,Semi-Ripe,3.7038,20.2425,103.5288,25.387,66.8586,41.0781,27.4642
Mango,Raw,37.9756,86.4364,112.0885,51.8266,24.1822,80.9151,19.5671
Orange,Raw,42.8666,97.041,106.4544,50.7373,79.7892,65.9781,52.6434
Orange,Raw,39.667,88.7969,81.6731,279.1635,41.5454,66.7638,27.7373
Mango,Raw,20.0608,38.2846,91.0452,18.9983,84.9418,58.057,49.3147
Apple,Raw,17.3807,41.2414,234.6371,223.3995,25.4962,43.9163,11.197
Banana,Ripe,-3.564,13.2676,233.3717,274.9978,19.6359,15.8842,3.119
Apple,Ripe,37.5107,58.8748,134.6524,164.5173,99.6822,5.5362,5.5186
Grape,Ripe,31.1454,79.2142,37.6401,236.737,80.8657,7.6661,6.1992
Apple,Ripe,-0.9044,14.998,94.899,298.0068,81.7472,19.1935,15.6902
Mango,Raw,22.0555,91.3421,78.5938,214.4655,38.0093,86.4893,32.874
Orange,Raw,26.4502,41.9595,212.8737,39.6328,28.7959,39.0758,11.2522
Banana,Ripe,44.2656,24.5223,147.6129,70.6422,17.2334,9.7927,1.6876
Mango,Ripe,10.7393,17.815,69.8484,224.9392,63.4446,38.6684,24.533
Mango,Ripe,2.499,39.4929,194.6342,70.7682,74.0561,41.5249,30.7517
Grape,Raw,0.0098,17.7188,138.3665,47.3919,24.8438,24.4906,6.0844
Orange,Ripe,14.1133,80.5668,88.7464,197.9745,45.6439,64.4027,29.3959
Mango,Semi-Ripe,14.2393,72.6873,211.5131,90.7706,67.1375,79.3354,53.2638
Strawberry,Semi-Ripe,7.3422,60.9411,17.7866,241.7306,38.2529,45.8548,17.5408
Banana,Ripe,33.0717,54.8295,118.3833,57.3981,94.8908,45.2418,42.9303
Mango,Ripe,43.447,46.6927,150.6728,145.4851,71.4217,10.0368,7.1684
Apple,Semi-Ripe,21.7984,79.2245,23.3959,121.516,24.8066,69.4678,17.2326
Orange,Ripe,18.5117,33.3211,124.4588,229.5696,99.0887,10.9677,10.8677
Banana,Raw,14.6246,86.0577,106.1565,280.7855,42.6692,87.582,37.3706
Mango,Raw,11.3991,42.5501,177.5823,273.1097,56.8321,56.669,32.2062
Grape,Raw,5.6473,83.0148,217.6981,292.8268,46.0219,76.995,35.4345
Mango,Ripe,-3.036,16.5395,88.5111,296.4668,23.9221,12.7763,3.0563
Grape,Raw,21.209,71.514,233.1715,148.9532,73.645,57.4711,42.3246
Orange,Ripe,38.5372,43.6334,115.5863,113.9044,45.255,0,0
Grape,Ripe,30.633,54.4523,32.2921,290.0317,77.3938,0,0
Banana,Raw,-1.1124,53.3882,29.4745,27.658,31.2305,70.1934,21.9217
Apple,Ripe,2.7486,89.78,86.642,288.9717,22.6553,86.1297,19.513
Banana,Ripe,14.4348,43.4987,45.0354,137.9584,79.4887,64.7414,51.4621
Orange,Semi-Ripe,2.7163,86.7256,194.1323,35.8522,42.8167,89.1945,38.1901
Grape,Raw,23.3378,43.6482,89.0981,76.5363,43.7739,31.9903,14.0034
Mango,Semi-Ripe,14.2103,22.5556,104.6142,53.3778,91.7999,47.3152,43.4353
Strawberry,Ripe,38.752,47.3712,136.9218,239.0794,52.3189,0,0
Grape,Raw,37.6154,65.4897,21.3981,285.425,24.4875,37.3088,9.136
Banana,Semi-Ripe,7.2584,58.3191,43.9336,263.716,55.8036,67.7837,37.8257
Strawberry,Semi-Ripe,2.4241,60.0015,108.1237,187.5986,80.1355,51.2355,41.0579
Orange,Ripe,36.009,38.484,179.4388,19.6611,86.9083,0,0
Mango,Raw,-4.5199,81.0907,174.7637,295.8943,41.4638,74.3931,30.8462
Mango,Raw,5.4364,20.0834,166.8359,32.6229,65.5663,45.0338,29.527
Strawberry,Raw,43.1103,24.0698,161.8276,76.8262,54.8308,0,0
Mango,Raw,38.1081,93.9726,221.1408,169.3786,34.9563,76.0492,26.584
Banana,Semi-Ripe,21.0255,22.2856,51.4909,189.3293,30.3132,46.4473,14.0796
Banana,Ripe,5.6436,44.7348,15.3215,50.0154,25.1837,60.3549,15.1996
Grape,Semi-Ripe,4.8342,29.6619,163.2308,35.2481,11.0899,28.076,3.1136
Strawberry,Ripe,5.3039,68.3634,60.1311,99.962,26.2049,56.2796,14.748
Mango,Semi-Ripe,14.6918,65.8197,79.8804,247.8405,73.217,71.7781,52.5537
Orange,Raw,26.541,80.678,59.8272,251.5236,92.9921,69.1894,64.3407
Banana,Semi-Ripe,5.614,89.4428,197.7927,5.1762,49.9429,90.4369,45.1668
Mango,Ripe,-1.6029,30.2819,47.7168,215.4505,95.3358,28.3228,27.0018
Orange,Ripe,37.9502,13.1134,84.5271,169.4083,64.4427,0,0
Mango,Semi-Ripe,43.2961,15.1005,209.6898,163.153,62.6676,10.7349,6.7273
